"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"TSTA3"	3.12524370650816e-27	-0.212836232298811	0.118	0.303	7.30556968833349e-23	"2"	"TSTA3"
"SLC46A3"	3.13874983898861e-27	-0.263529814771076	0.086	0.256	7.33714162361977e-23	"2"	"SLC46A3"
"EMP2"	3.19336926610051e-27	0.501750333376289	0.627	0.574	7.46481999643655e-23	"2"	"EMP2"
"CCDC80"	3.45307385116321e-27	0.298173087574416	0.95	0.936	8.07190543447912e-23	"2"	"CCDC80"
"UBC"	3.46969404217265e-27	0.498984702253707	0.985	0.992	8.11075679298278e-23	"2"	"UBC"
"HOTAIRM1"	4.05198747833177e-27	-0.227657625620141	0.093	0.267	9.47192592934834e-23	"2"	"HOTAIRM1"
"SLC25A39"	4.46124081858127e-27	-0.182564628958513	0.134	0.331	1.04285965375156e-22	"2"	"SLC25A39"
"PRR24"	6.36031179692035e-27	-0.278866726791353	0.297	0.542	1.4867864856481e-22	"2"	"PRR24"
"AP2S1"	6.46588047940313e-27	-0.322210473120484	0.527	0.762	1.51146422086527e-22	"2"	"AP2S1"
"TRAPPC1"	7.42907565448395e-27	-0.276637032381928	0.403	0.664	1.73662072499217e-22	"2"	"TRAPPC1"
"MVP"	7.5196836772462e-27	-0.264624630255835	0.329	0.587	1.75780125639307e-22	"2"	"MVP"
"VEZT"	8.04998538960497e-27	-0.215061048658266	0.139	0.337	1.88176458467406e-22	"2"	"VEZT"
"GRN"	8.7303139698617e-27	-0.298233604803237	0.498	0.744	2.04079819359487e-22	"2"	"GRN"
"RCN1"	9.8038645171946e-27	-0.296755977643981	0.437	0.689	2.29175136953941e-22	"2"	"RCN1"
"KLF2"	1.05787148031655e-26	-0.286436084667176	0.178	0.382	2.47288037238797e-22	"2"	"KLF2"
"MT1M"	1.10533143667108e-26	0.746435468409806	0.478	0.36	2.58382276636231e-22	"2"	"MT1M"
"PPP2R4"	1.18321447630241e-26	-0.218450453904464	0.114	0.296	2.76588215980452e-22	"2"	"PPP2R4"
"LEPROTL1"	1.33195090119228e-26	-0.216118533171973	0.179	0.392	3.11356842662707e-22	"2"	"LEPROTL1"
"ANXA2"	1.39578867283679e-26	-0.351682817630486	0.882	0.959	3.26279560162328e-22	"2"	"ANXA2"
"SURF4"	1.41483893276479e-26	-0.261030773118217	0.322	0.578	3.30732748923098e-22	"2"	"SURF4"
"NRBF2"	1.4262472448271e-26	-0.189777117008121	0.126	0.319	3.33399555950783e-22	"2"	"NRBF2"
"LMAN1"	1.52867993670533e-26	-0.304694578374416	0.382	0.637	3.57344222004239e-22	"2"	"LMAN1"
"GSTM5"	1.68442776510643e-26	0.600632756722753	0.352	0.235	3.93751834371279e-22	"2"	"GSTM5"
"IRS2"	1.76777742393707e-26	-0.282222779617113	0.205	0.417	4.1323565061953e-22	"2"	"IRS2"
"ARHGAP1"	2.07833953784736e-26	-0.233839651247792	0.157	0.356	4.85832650367199e-22	"2"	"ARHGAP1"
"PFDN4"	2.22138166241638e-26	-0.23405497673997	0.349	0.607	5.19270177406453e-22	"2"	"PFDN4"
"PAWR"	2.43311551492731e-26	-0.2402349766801	0.179	0.388	5.68765082769409e-22	"2"	"PAWR"
"RPL26L1"	2.78887791392383e-26	-0.24222469057069	0.212	0.437	6.51928101158835e-22	"2"	"RPL26L1"
"TGFBR1"	2.96574951184957e-26	-0.217083840785865	0.088	0.255	6.93273605889956e-22	"2"	"TGFBR1"
"COPE"	3.05472522131035e-26	-0.295549038828331	0.508	0.755	7.14072567733508e-22	"2"	"COPE"
"MSN"	3.42516966625068e-26	-0.240436891674101	0.292	0.538	8.0066766118276e-22	"2"	"MSN"
"PDIA6"	3.59746052971648e-26	-0.29935940433139	0.51	0.745	8.40942373426524e-22	"2"	"PDIA6"
"GALNT2"	4.25676592509022e-26	-0.235625271577685	0.129	0.315	9.95061602649089e-22	"2"	"GALNT2"
"APOC1"	4.36937618205894e-26	-0.253007259995879	0.232	0.461	1.0213853763181e-21	"2"	"APOC1"
"GNB2"	4.60150368389949e-26	-0.249204908772809	0.36	0.625	1.07564750114835e-21	"2"	"GNB2"
"MT1X"	4.65333406657672e-26	1.05290024097319	0.794	0.804	1.08776337140297e-21	"2"	"MT1X"
"AKR1A1"	4.75445595941784e-26	-0.241110470685864	0.308	0.558	1.11140162507351e-21	"2"	"AKR1A1"
"MAP4K4"	4.76061773242602e-26	-0.23648618947599	0.117	0.295	1.11284200113191e-21	"2"	"MAP4K4"
"GDI2"	5.98880232769249e-26	-0.303397173194367	0.479	0.73	1.3999424321214e-21	"2"	"GDI2"
"DKK3"	6.03656875404582e-26	-0.270023770878358	0.406	0.652	1.41110831194575e-21	"2"	"DKK3"
"KRT7"	6.28794801053702e-26	-0.298988140273993	0.143	0.325	1.46987072694313e-21	"2"	"KRT7"
"CREM"	6.44167369452232e-26	-0.317349941196555	0.142	0.334	1.50580564283154e-21	"2"	"CREM"
"HERPUD1"	6.99569667902671e-26	-0.412742739587078	0.513	0.752	1.63531405568928e-21	"2"	"HERPUD1"
"BAX"	7.31447526737699e-26	-0.288424161545939	0.324	0.572	1.70983173850205e-21	"2"	"BAX"
"COPG1"	7.60234479060352e-26	-0.205671301949865	0.148	0.344	1.77712411825148e-21	"2"	"COPG1"
"TAP1"	8.27906546961677e-26	-0.206714163389011	0.094	0.264	1.93531434417762e-21	"2"	"TAP1"
"PAPSS1"	8.54491360985769e-26	-0.239419877097628	0.182	0.389	1.99745900544033e-21	"2"	"PAPSS1"
"RORA"	8.59116155408674e-26	0.555187785358198	0.475	0.385	2.00826992488332e-21	"2"	"RORA"
"UGP2"	8.76881263270069e-26	-0.354017785162987	0.423	0.668	2.04979764102011e-21	"2"	"UGP2"
"LAGE3"	1.07233808184044e-25	-0.197490306408444	0.156	0.353	2.50669750011022e-21	"2"	"LAGE3"
"EIF4E2"	1.10144293419862e-25	-0.215540193061141	0.244	0.483	2.57473300298269e-21	"2"	"EIF4E2"
"KCTD20"	1.21079422117254e-25	-0.207346795609826	0.152	0.349	2.83035257141292e-21	"2"	"KCTD20"
"MAGEF1"	1.34556179537313e-25	-0.213020648521156	0.132	0.32	3.14538525286423e-21	"2"	"MAGEF1"
"DPCD"	1.46214399298756e-25	-0.177720136084941	0.093	0.26	3.41790779800771e-21	"2"	"DPCD"
"FIBP"	1.52257731074579e-25	-0.183013357702239	0.199	0.419	3.55917672159935e-21	"2"	"FIBP"
"COPA"	1.69923664266525e-25	-0.257415072417637	0.246	0.468	3.9721355758943e-21	"2"	"COPA"
"CAST"	1.75032371292278e-25	-0.287868473749063	0.423	0.686	4.09155671132828e-21	"2"	"CAST"
"ZBTB38"	1.75180577504162e-25	-0.213227840723211	0.201	0.416	4.09502117973729e-21	"2"	"ZBTB38"
"CAPRIN1"	1.782884043282e-25	-0.192184722414039	0.188	0.406	4.16766973957599e-21	"2"	"CAPRIN1"
"HEPH"	1.83643223740444e-25	-0.196277284899431	0.086	0.252	4.29284399815663e-21	"2"	"HEPH"
"RSU1"	1.86336638097851e-25	-0.228489648421058	0.28	0.517	4.35580525217535e-21	"2"	"RSU1"
"ARMCX6"	1.90313079612326e-25	-0.188385644920484	0.113	0.29	4.44875854901773e-21	"2"	"ARMCX6"
"TMED10"	1.94065421212926e-25	-0.259932368496412	0.552	0.794	4.53647328627336e-21	"2"	"TMED10"
"DYRK4"	2.38911543559413e-25	-0.187400921236732	0.09	0.257	5.58479624224484e-21	"2"	"DYRK4"
"SHISA4"	2.51513221318467e-25	-0.182746603451631	0.087	0.254	5.8793730615405e-21	"2"	"SHISA4"
"GNB1"	2.72000000604978e-25	-0.251590786396659	0.294	0.536	6.35827201414197e-21	"2"	"GNB1"
"UBE2E2"	3.39692619821255e-25	-0.232788152922132	0.274	0.509	7.94065468094167e-21	"2"	"UBE2E2"
"NUCB2"	3.94094333199725e-25	-0.25554641982059	0.331	0.573	9.21234913287676e-21	"2"	"NUCB2"
"SUMO3"	3.99309456006971e-25	-0.268337997219867	0.369	0.614	9.33425784361896e-21	"2"	"SUMO3"
"FBXW5"	4.13019771802941e-25	-0.173329534560814	0.149	0.343	9.65475018566554e-21	"2"	"FBXW5"
"COLGALT1"	4.23534469388225e-25	-0.199553602459839	0.109	0.283	9.90054175641915e-21	"2"	"COLGALT1"
"SLC20A1"	4.30025620299901e-25	-0.30256433105837	0.15	0.334	1.00522789001305e-20	"2"	"SLC20A1"
"ATP6V1D"	4.6347366476535e-25	-0.205435000853521	0.209	0.425	1.08341603875548e-20	"2"	"ATP6V1D"
"BRI3"	4.69330883819143e-25	-0.30463518102746	0.392	0.633	1.09710787401563e-20	"2"	"BRI3"
"ADD3"	5.28379117837461e-25	0.513697940210931	0.607	0.563	1.23513902585685e-20	"2"	"ADD3"
"C16orf13"	5.8542992283774e-25	-0.211866177626294	0.32	0.583	1.3685009876255e-20	"2"	"C16orf13"
"UQCC2"	5.87379997766312e-25	-0.232719522567779	0.25	0.48	1.37305948277853e-20	"2"	"UQCC2"
"EZR"	6.02395844874465e-25	-0.233245254285141	0.11	0.283	1.40816052697855e-20	"2"	"EZR"
"YBX1"	6.4132034010078e-25	-0.247378470563743	0.87	0.958	1.49915042701958e-20	"2"	"YBX1"
"GRAMD1A"	6.78501442047694e-25	-0.201704581488851	0.116	0.291	1.58606497093069e-20	"2"	"GRAMD1A"
"FRMD6"	7.2859140167384e-25	-0.236858275972745	0.203	0.414	1.70315526055277e-20	"2"	"FRMD6"
"CLEC11A"	7.63301801960407e-25	-0.306078107156007	0.676	0.862	1.78429429226265e-20	"2"	"CLEC11A"
"C5orf15"	8.38462512451348e-25	-0.247831871289517	0.324	0.575	1.95998996910627e-20	"2"	"C5orf15"
"ARL3"	8.75632653463604e-25	-0.210034876763201	0.231	0.452	2.04687889073652e-20	"2"	"ARL3"
"FBLIM1"	8.91545518621312e-25	-0.234431562465293	0.183	0.383	2.08407680432918e-20	"2"	"FBLIM1"
"BMP4"	9.01237259064657e-25	0.587783667706793	0.292	0.18	2.10673221678954e-20	"2"	"BMP4"
"SSR3"	9.73550432717065e-25	-0.327197439261363	0.575	0.787	2.27577149151941e-20	"2"	"SSR3"
"HSP90AB1"	1.2208238024149e-24	0.52018292896201	0.892	0.938	2.85379772052507e-20	"2"	"HSP90AB1"
"CUTA"	1.52506063844484e-24	-0.306196735309871	0.639	0.842	3.56498174842866e-20	"2"	"CUTA"
"C17orf62"	1.70822225920168e-24	-0.17522273914235	0.109	0.284	3.99314035310985e-20	"2"	"C17orf62"
"S100A6"	1.75292691616704e-24	-0.29586127978997	1	0.999	4.09764195923208e-20	"2"	"S100A6"
"GORASP2"	2.06166097310995e-24	-0.200641503401065	0.193	0.4	4.81933869074183e-20	"2"	"GORASP2"
"OGN"	2.79455910679535e-24	0.578117962777677	0.516	0.392	6.5325613680448e-20	"2"	"OGN"
"SND1"	2.82627005348968e-24	-0.191576453212264	0.169	0.365	6.60668887703748e-20	"2"	"SND1"
"QSOX1"	3.15363113759438e-24	0.477105356873661	0.548	0.49	7.37192814724063e-20	"2"	"QSOX1"
"WIPI1"	3.16191226879835e-24	-0.199534337136235	0.138	0.323	7.39128611954302e-20	"2"	"WIPI1"
"RIC8A"	3.22758695690855e-24	-0.187741875430394	0.098	0.262	7.54480727046942e-20	"2"	"RIC8A"
"SPATS2"	3.24135792166215e-24	-0.194980433990098	0.139	0.322	7.57699827767743e-20	"2"	"SPATS2"
"BNC2"	3.40705132181996e-24	-0.225061127939266	0.155	0.344	7.96432316988634e-20	"2"	"BNC2"
"SLC39A13"	3.49176490425255e-24	-0.200529102156605	0.158	0.349	8.16234964018076e-20	"2"	"SLC39A13"
"FIBIN"	3.6084841638514e-24	-0.330153733151061	0.331	0.549	8.43519258141904e-20	"2"	"FIBIN"
"CRIP2"	3.9579695918874e-24	-0.252114639368375	0.331	0.566	9.252149717996e-20	"2"	"CRIP2"
"C1orf85"	4.17820208286474e-24	-0.197556521457788	0.176	0.375	9.76696518890461e-20	"2"	"C1orf85"
"RNASE4"	4.19927152758566e-24	0.574276819663096	0.441	0.348	9.81621712288424e-20	"2"	"RNASE4"
"NAGK"	4.33242431222604e-24	-0.18687723668533	0.176	0.38	1.01274750722596e-19	"2"	"NAGK"
"NR2F1"	4.59577752180492e-24	0.567400811738647	0.498	0.397	1.07430895349712e-19	"2"	"NR2F1"
"FNIP2"	4.67065001024325e-24	-0.260752343913054	0.14	0.316	1.09181114639446e-19	"2"	"FNIP2"
"APMAP"	4.87977274676609e-24	-0.203751911970083	0.141	0.327	1.14069567728404e-19	"2"	"APMAP"
"GTF3A"	5.33477819359833e-24	-0.210422717492698	0.278	0.513	1.24705775053555e-19	"2"	"GTF3A"
"P4HA1"	5.88702594880227e-24	-0.247528402275257	0.24	0.456	1.37615118579202e-19	"2"	"P4HA1"
"SLC39A7"	6.0468647286863e-24	-0.216464839074365	0.231	0.447	1.41351509897771e-19	"2"	"SLC39A7"
"TPBG"	6.27301513253509e-24	-0.23946595706547	0.245	0.465	1.4663800173814e-19	"2"	"TPBG"
"NDUFS8"	6.45740514102882e-24	-0.23818227217956	0.393	0.647	1.5094830257669e-19	"2"	"NDUFS8"
"PRRC1"	6.72301282458687e-24	-0.192187246517615	0.125	0.301	1.57157147787543e-19	"2"	"PRRC1"
"TEAD1"	6.84254426254222e-24	-0.218187088320341	0.161	0.351	1.59951314681187e-19	"2"	"TEAD1"
"PPDPF"	6.99210885637836e-24	-0.264651892421409	0.829	0.939	1.63447536626701e-19	"2"	"PPDPF"
"VAMP5"	8.52671515208695e-24	0.484099492651442	0.573	0.526	1.99320493395185e-19	"2"	"VAMP5"
"RPL11"	9.25483804013604e-24	0.187810891076286	0.999	1	2.1634109402622e-19	"2"	"RPL11"
"PPP1R18"	9.31508179100122e-24	-0.195574514141437	0.131	0.309	2.17749351946445e-19	"2"	"PPP1R18"
"ITM2B"	9.35515625538167e-24	0.235728654890168	0.996	0.996	2.18686132625802e-19	"2"	"ITM2B"
"TUBA1A"	9.46893352479094e-24	-0.371062279960032	0.609	0.797	2.21345790075513e-19	"2"	"TUBA1A"
"PLEKHO1"	9.72920005082366e-24	-0.188596163307915	0.103	0.268	2.27429780388054e-19	"2"	"PLEKHO1"
"C6orf1"	1.25931654044236e-23	-0.178464566343219	0.113	0.284	2.94377834493807e-19	"2"	"C6orf1"
"POLD4"	1.4047176081543e-23	-0.225666275718219	0.332	0.579	3.28366788082149e-19	"2"	"POLD4"
"MYO6"	1.85771215353266e-23	-0.216622633646911	0.135	0.311	4.34258793009795e-19	"2"	"MYO6"
"ENC1"	1.89100514252609e-23	-0.318373180444679	0.157	0.333	4.42041362116898e-19	"2"	"ENC1"
"PPP1R2"	2.33117111334712e-23	-0.22513827364468	0.272	0.5	5.44934559456024e-19	"2"	"PPP1R2"
"LSM4"	2.8761829178044e-23	-0.184052514441333	0.188	0.389	6.72336518865957e-19	"2"	"LSM4"
"FTL"	2.99951155563275e-23	-0.242317399249593	1	1	7.01165821244712e-19	"2"	"FTL"
"RAB6A"	3.00328047108673e-23	-0.214291249026141	0.272	0.498	7.02046842921235e-19	"2"	"RAB6A"
"RNF213"	3.54845304262277e-23	-0.210085584769294	0.184	0.382	8.29486383243499e-19	"2"	"RNF213"
"SRPR"	3.68877965355698e-23	-0.189833250537104	0.163	0.351	8.62289131815479e-19	"2"	"SRPR"
"BANF1"	4.26342372199187e-23	-0.239254300918537	0.49	0.754	9.96617929252819e-19	"2"	"BANF1"
"ELN"	4.33046058563251e-23	-0.275972456980591	0.34	0.56	1.01228846649745e-18	"2"	"ELN"
"FAM89B"	4.94398125802402e-23	-0.183596587412215	0.12	0.289	1.1557050588757e-18	"2"	"FAM89B"
"APOL2"	5.1730422912595e-23	-0.213588668361937	0.1	0.257	1.20925036600482e-18	"2"	"APOL2"
"SULT1A1"	5.51472837197693e-23	0.429770948093394	0.281	0.172	1.28912290423333e-18	"2"	"SULT1A1"
"IFI6"	5.67928122653564e-23	-0.592167235945889	0.498	0.701	1.32758877951497e-18	"2"	"IFI6"
"LMO4"	5.94289078317789e-23	-0.249080265211646	0.362	0.612	1.38921014947566e-18	"2"	"LMO4"
"SPG21"	6.61845690915528e-23	-0.212574992682143	0.273	0.496	1.54713048708414e-18	"2"	"SPG21"
"DDX5"	7.47337485503735e-23	0.446069388099595	0.918	0.964	1.74697610611353e-18	"2"	"DDX5"
"TMOD3"	7.95241175789697e-23	-0.170398069937192	0.119	0.289	1.858955772526e-18	"2"	"TMOD3"
"IFITM1"	8.08072985881334e-23	0.531899963677117	0.697	0.656	1.88895141179621e-18	"2"	"IFITM1"
"SLC44A2"	8.17230288741952e-23	-0.154489315713372	0.096	0.256	1.91035752296319e-18	"2"	"SLC44A2"
"DNAJB11"	8.78231744934083e-23	-0.182000957849487	0.23	0.451	2.05295452695791e-18	"2"	"DNAJB11"
"RECQL"	9.26522533538466e-23	-0.183225642890565	0.177	0.371	2.16583907439952e-18	"2"	"RECQL"
"REEP3"	9.88075954524149e-23	-0.195690504039795	0.233	0.448	2.30972635129565e-18	"2"	"REEP3"
"DAPK3"	1.19649817126999e-22	-0.170716404443983	0.144	0.326	2.79693412516073e-18	"2"	"DAPK3"
"GLT8D1"	1.21599268568308e-22	-0.207347300550483	0.253	0.472	2.84250450205276e-18	"2"	"GLT8D1"
"NCOR2"	1.26087322257636e-22	-0.173762121864895	0.179	0.379	2.9474172450945e-18	"2"	"NCOR2"
"LAMA4"	1.31091486314391e-22	-0.196441304518029	0.284	0.511	3.06439458408521e-18	"2"	"LAMA4"
"DUSP23"	1.32887962095911e-22	-0.21363648843248	0.168	0.355	3.10638900195401e-18	"2"	"DUSP23"
"NEDD9"	1.48304180553647e-22	-0.2297165493031	0.148	0.321	3.46675852462206e-18	"2"	"NEDD9"
"LINC00152"	1.58869644255808e-22	0.0339881017420338	0.397	0.664	3.71373680412376e-18	"2"	"LINC00152"
"ANP32A"	1.71934160949321e-22	-0.167994404734393	0.172	0.365	4.01913294635133e-18	"2"	"ANP32A"
"RPS9"	1.7604325764449e-22	0.213913582522417	0.996	0.998	4.11518719069759e-18	"2"	"RPS9"
"IKBIP"	2.25400268911735e-22	-0.186908467728287	0.201	0.399	5.26895668608071e-18	"2"	"IKBIP"
"UBE2E3"	2.27811286171356e-22	-0.219790192937154	0.299	0.533	5.32531662554161e-18	"2"	"UBE2E3"
"PPP4C"	2.33986157987879e-22	-0.19502222115245	0.29	0.527	5.46966042912467e-18	"2"	"PPP4C"
"NUTF2"	2.68325437290089e-22	-0.186223906655001	0.225	0.435	6.27237542209311e-18	"2"	"NUTF2"
"MACF1"	2.70649580886685e-22	-0.207111213203877	0.288	0.512	6.32670460280715e-18	"2"	"MACF1"
"SH3GL1"	2.86322886942593e-22	-0.162709663619314	0.11	0.275	6.69308380517005e-18	"2"	"SH3GL1"
"KLF9"	3.00011501432533e-22	0.457552795748889	0.6	0.556	7.0130688574869e-18	"2"	"KLF9"
"IMPAD1"	3.30450246347949e-22	-0.17046549882449	0.132	0.306	7.72460495862966e-18	"2"	"IMPAD1"
"S100A4"	3.37662685954495e-22	0.633012041299883	0.821	0.878	7.89320294687228e-18	"2"	"S100A4"
"BTN3A2"	3.4671379246452e-22	-0.162059045303169	0.099	0.256	8.10478161265062e-18	"2"	"BTN3A2"
"TIMM17B"	3.82120119602784e-22	-0.169703447234987	0.131	0.304	8.93243991583469e-18	"2"	"TIMM17B"
"SCRG1"	3.8397629883917e-22	-0.348672449447112	0.104	0.253	8.97582996166444e-18	"2"	"SCRG1"
"TRADD"	4.01362310132168e-22	-0.171468684011072	0.113	0.273	9.38224536164957e-18	"2"	"TRADD"
"TSPAN9"	4.46522937721101e-22	-0.167198934038479	0.155	0.337	1.04379201921685e-17	"2"	"TSPAN9"
"IDH2"	4.7320837159438e-22	-0.174243899408561	0.162	0.345	1.10617188943902e-17	"2"	"IDH2"
"ERBB2IP"	5.09614881800556e-22	-0.165657900333879	0.104	0.262	1.19127574769698e-17	"2"	"ERBB2IP"
"H1FX"	5.1486916651045e-22	-0.214690958089558	0.211	0.411	1.20355816363483e-17	"2"	"H1FX"
"ADAM9"	5.29897172644635e-22	-0.171381239074622	0.134	0.306	1.2386876307741e-17	"2"	"ADAM9"
"PVRL2"	5.87756410301993e-22	-0.202359711964137	0.263	0.483	1.37393938472194e-17	"2"	"PVRL2"
"SMPD1"	5.91268659449684e-22	-0.177566023008168	0.125	0.289	1.38214961832958e-17	"2"	"SMPD1"
"TMEM248"	6.15250806617726e-22	-0.202231211200953	0.3	0.537	1.4382102855496e-17	"2"	"TMEM248"
"EFR3A"	6.69946361279683e-22	-0.18813719277107	0.168	0.35	1.56606661412739e-17	"2"	"EFR3A"
"IFI44"	6.85798808390872e-22	-0.181765397418048	0.122	0.288	1.6031232944945e-17	"2"	"IFI44"
"FAM162A"	7.03379588093621e-22	0.461974595835636	0.62	0.606	1.64422012512765e-17	"2"	"FAM162A"
"SSR4"	7.38243052375035e-22	-0.236160324800824	0.815	0.929	1.72571695923188e-17	"2"	"SSR4"
"PPP1R11"	7.41703019143539e-22	-0.1805550094136	0.154	0.332	1.73380497754994e-17	"2"	"PPP1R11"
"MYO1D"	8.09835894680608e-22	-0.18134563702924	0.1	0.256	1.89307238740539e-17	"2"	"MYO1D"
"CYP1B1"	8.43526989883872e-22	-0.415566166644473	0.348	0.55	1.97182869155254e-17	"2"	"CYP1B1"
"GEM"	8.52802759684494e-22	-0.20050923806184	0.387	0.618	1.99351173103847e-17	"2"	"GEM"
"MAGED2"	8.67236450082998e-22	-0.262360638990016	0.446	0.679	2.02725192571402e-17	"2"	"MAGED2"
"WASL"	9.41479557818936e-22	-0.195465587364766	0.204	0.403	2.20080261435755e-17	"2"	"WASL"
"PON2"	9.45614854985128e-22	-0.164115814206311	0.113	0.272	2.21046928501324e-17	"2"	"PON2"
"ZEB1"	9.97765899910324e-22	-0.237418207347994	0.277	0.494	2.33237756763037e-17	"2"	"ZEB1"
"ZFP36L1"	1.1469612707489e-21	-0.189608326613298	0.788	0.933	2.68113666650262e-17	"2"	"ZFP36L1"
"ABI3BP"	1.16467164290506e-21	0.411694515258678	0.362	0.247	2.72253643245487e-17	"2"	"ABI3BP"
"MAN1B1"	1.22782907564204e-21	-0.161898417009181	0.134	0.308	2.87017324722083e-17	"2"	"MAN1B1"
"ABCA6"	1.29387019641667e-21	0.469886411234856	0.331	0.222	3.02455097114362e-17	"2"	"ABCA6"
"SMAD2"	1.50407170826481e-21	-0.183332573551806	0.152	0.328	3.51591802523982e-17	"2"	"SMAD2"
"SH3GLB1"	1.50883526916261e-21	-0.203385600506874	0.359	0.601	3.52705332519451e-17	"2"	"SH3GLB1"
"MARCKSL1"	1.62396574042455e-21	-0.221321824662667	0.275	0.484	3.79618231481644e-17	"2"	"MARCKSL1"
"TXNDC12"	1.78593198726995e-21	-0.155898276964544	0.197	0.396	4.17479461344222e-17	"2"	"TXNDC12"
"C14orf166"	2.05717448540661e-21	-0.250846430252863	0.525	0.759	4.8088510770865e-17	"2"	"C14orf166"
"EIF1B"	2.15619067219271e-21	0.428585192096346	0.661	0.676	5.04031131531768e-17	"2"	"EIF1B"
"ZMAT3"	2.15674923771786e-21	-0.182615707957685	0.177	0.363	5.04161701808927e-17	"2"	"ZMAT3"
"LRRC32"	2.15932983129661e-21	-0.248995991676246	0.159	0.333	5.04764941363896e-17	"2"	"LRRC32"
"WWTR1"	2.43467001515461e-21	-0.235289186224462	0.24	0.441	5.69128462742541e-17	"2"	"WWTR1"
"KIAA1430"	2.8577841596308e-21	-0.205900884418097	0.222	0.421	6.68035625155295e-17	"2"	"KIAA1430"
"TWSG1"	3.11294538157606e-21	-0.166598218194221	0.248	0.467	7.2768211239722e-17	"2"	"TWSG1"
"MMP23B"	3.38806109345526e-21	-0.211439531598291	0.231	0.428	7.91993161206101e-17	"2"	"MMP23B"
"HMG20B"	3.53177994613768e-21	-0.164073110977671	0.174	0.359	8.25588880209144e-17	"2"	"HMG20B"
"PFKL"	3.95181755257739e-21	-0.178898561042768	0.201	0.399	9.2377687109049e-17	"2"	"PFKL"
"GBP2"	5.06271469494524e-21	-0.202331230340489	0.192	0.385	1.1834601870904e-16	"2"	"GBP2"
"MT-CO2"	5.27223708355156e-21	0.204689578946919	0.999	1	1.23243814065101e-16	"2"	"MT-CO2"
"SSC5D"	5.28343927100187e-21	-0.195911763769402	0.104	0.257	1.2350567639894e-16	"2"	"SSC5D"
"CDC42BPA"	5.30138460348482e-21	-0.169621338288227	0.164	0.343	1.23925166491061e-16	"2"	"CDC42BPA"
"ACTN4"	5.3571579287144e-21	-0.208092797623537	0.353	0.586	1.25228923741628e-16	"2"	"ACTN4"
"TP53I3"	5.4134139088811e-21	-0.155923556449675	0.147	0.321	1.26543963534005e-16	"2"	"TP53I3"
"ANXA1"	5.45560708070397e-21	0.413651977898297	0.924	0.915	1.27530271118536e-16	"2"	"ANXA1"
"PTPN14"	5.7592816814321e-21	-0.186671916446396	0.101	0.253	1.34628968585157e-16	"2"	"PTPN14"
"EIF4G2"	5.77294868127019e-21	-0.264116653483198	0.591	0.812	1.34948448373372e-16	"2"	"EIF4G2"
"PSMB9"	6.05368608346393e-21	-0.209540131895268	0.291	0.509	1.41510965887053e-16	"2"	"PSMB9"
"PRNP"	6.67502538236754e-21	0.455069178752352	0.6	0.578	1.56035393338224e-16	"2"	"PRNP"
"DSTN"	6.91687351828879e-21	-0.261211110469035	0.909	0.959	1.61688835363519e-16	"2"	"DSTN"
"ECM1"	7.60439591316177e-21	-0.224797766786129	0.283	0.497	1.7776035886607e-16	"2"	"ECM1"
"RAB5C"	8.27468636336536e-21	-0.199959427934028	0.367	0.607	1.93429068430029e-16	"2"	"RAB5C"
"MAP1A"	8.3106115015548e-21	-0.150761385297335	0.161	0.341	1.94268854460345e-16	"2"	"MAP1A"
"COPB2"	9.64644044741895e-21	-0.184463377217696	0.211	0.41	2.25495191898865e-16	"2"	"COPB2"
"MIEN1"	1.05250224329189e-20	-0.179418218709121	0.198	0.389	2.46032924391912e-16	"2"	"MIEN1"
"ACADVL"	1.11994918967669e-20	0.425124713622365	0.606	0.585	2.61799322578824e-16	"2"	"ACADVL"
"COPZ1"	1.17275229858047e-20	-0.203083016463326	0.275	0.494	2.74142577316172e-16	"2"	"COPZ1"
"C7orf73"	1.18963139971336e-20	-0.194571192006727	0.331	0.57	2.78088235996994e-16	"2"	"C7orf73"
"FNDC3B"	1.22614136039194e-20	-0.179723285084554	0.271	0.487	2.86622804405219e-16	"2"	"FNDC3B"
"ETHE1"	1.33812292021767e-20	-0.165597039399066	0.169	0.344	3.12799613830082e-16	"2"	"ETHE1"
"GAA"	1.41071349106883e-20	-0.140452258544486	0.117	0.278	3.2976838567225e-16	"2"	"GAA"
"GSTT1"	1.41816733419994e-20	0.436562426248874	0.366	0.267	3.31510796042579e-16	"2"	"GSTT1"
"OS9"	1.44077502311644e-20	-0.22068075466677	0.379	0.619	3.36795569403699e-16	"2"	"OS9"
"MT-CYB"	1.44183212322693e-20	0.221090761115486	0.998	0.997	3.37042677125526e-16	"2"	"MT-CYB"
"PET100"	1.73364577433829e-20	-0.198855595879853	0.425	0.684	4.05257036209319e-16	"2"	"PET100"
"RALA"	1.78894606401857e-20	-0.17187532893656	0.181	0.362	4.18184031924981e-16	"2"	"RALA"
"ELOVL5"	1.87779933880533e-20	-0.175690251556346	0.165	0.342	4.38954373439133e-16	"2"	"ELOVL5"
"DYNC1H1"	2.10721583708557e-20	-0.195511759570143	0.238	0.441	4.92582774077124e-16	"2"	"DYNC1H1"
"NHLRC3"	2.27038683642164e-20	-0.177103650084076	0.184	0.367	5.30725626881923e-16	"2"	"NHLRC3"
